occurrenceID,eventID,basisOfRecord,verbatimIdentification,kingdom,phylum,class,order,family,genus,scientificName,scientificNameID,taxonRank,parentEventID,datasetID,license,institutionID,occurrenceStatus,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,recordedBy,materialSampleID,eventDate,minimumDepthInMeters,maximumDepthInMeters,locality,decimalLatitude,decimalLongitude,geodeticDatum,identificationRemarks
GU190714-CTD26-260_MiFish_S39_occ_c3c5efb5a0a4b46fce24fb7b9ae9615e,GU190714-CTD26-260_MiFish_S39,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190714-CTD26-260,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,4301,DNA sequence reads,108781,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190714-CTD26-260,2019-07-15,260,260,USA: Gulf of Mexico,28.976,-86.019,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190714-CTD26-260_MiFish_S39_occ_d18090749dc47011111f31aaa8416190,GU190714-CTD26-260_MiFish_S39,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Maurolicus;Maurolicus weitzmani,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Maurolicus,Maurolicus weitzmani,urn:lsid:marinespecies.org:taxname:158838,Species,GU190714-CTD26-260,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,15029,DNA sequence reads,108781,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190714-CTD26-260,2019-07-15,260,260,USA: Gulf of Mexico,28.976,-86.019,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190714-CTD26-260_MiFish_S39_occ_d363773b2f148e6c1879ea1820a94d02,GU190714-CTD26-260_MiFish_S39,MaterialSample,Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Neoepinnula;Neoepinnula americana,Animalia,Chordata,Teleostei,Scombriformes,Gempylidae,Neoepinnula,Neoepinnula americana,urn:lsid:marinespecies.org:taxname:159712,Species,GU190714-CTD26-260,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,15,DNA sequence reads,108781,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190714-CTD26-260,2019-07-15,260,260,USA: Gulf of Mexico,28.976,-86.019,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190714-CTD26-260_MiFish_S39_occ_d43f4f80cc4da7f9121a46004ca73e62,GU190714-CTD26-260_MiFish_S39,MaterialSample,Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae,Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,,Ophidiidae,urn:lsid:marinespecies.org:taxname:125505,Family,GU190714-CTD26-260,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,1919,DNA sequence reads,108781,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190714-CTD26-260,2019-07-15,260,260,USA: Gulf of Mexico,28.976,-86.019,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190714-CTD26-260_MiFish_S39_occ_d86c248ebf31672c12ed9b059477a6f8,GU190714-CTD26-260_MiFish_S39,MaterialSample,Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Bryx;Bryx dunckeri,Animalia,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Bryx,Bryx dunckeri,urn:lsid:marinespecies.org:taxname:159444,Species,GU190714-CTD26-260,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,1884,DNA sequence reads,108781,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190714-CTD26-260,2019-07-15,260,260,USA: Gulf of Mexico,28.976,-86.019,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190714-CTD26-260_MiFish_S39_occ_dc8e03fb20d5ef86de575de056d86594,GU190714-CTD26-260_MiFish_S39,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190714-CTD26-260,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,1170,DNA sequence reads,108781,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190714-CTD26-260,2019-07-15,260,260,USA: Gulf of Mexico,28.976,-86.019,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190714-CTD26-260_MiFish_S39_occ_ef88f0adaa4962067aefa47992760539,GU190714-CTD26-260_MiFish_S39,MaterialSample,Eukaryota;Chordata;Actinopteri;Anguilliformes;Congridae;Xenomystax,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Xenomystax,Xenomystax,urn:lsid:marinespecies.org:taxname:271244,Genus,GU190714-CTD26-260,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,2837,DNA sequence reads,108781,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190714-CTD26-260,2019-07-15,260,260,USA: Gulf of Mexico,28.976,-86.019,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190714-CTD26-260_MiFish_S39_occ_f2315504e098dd544440dfd25bbaf287,GU190714-CTD26-260_MiFish_S39,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190714-CTD26-260,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,176,DNA sequence reads,108781,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190714-CTD26-260,2019-07-15,260,260,USA: Gulf of Mexico,28.976,-86.019,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190714-CTD26-260_MiFish_S39_occ_f491d29e3c2dfa5498a80acd320af4d4,GU190714-CTD26-260_MiFish_S39,MaterialSample,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus flavolimbatus,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Hyporthodus,Hyporthodus flavolimbatus,urn:lsid:marinespecies.org:taxname:475077,Species,GU190714-CTD26-260,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,2298,DNA sequence reads,108781,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190714-CTD26-260,2019-07-15,260,260,USA: Gulf of Mexico,28.976,-86.019,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_0d07c33c21177924544857315e220938,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,55,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_0d1b8811a170641e31b43a4a83525cbe,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus,urn:lsid:marinespecies.org:taxname:125819,Genus,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,27597,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_0e109ee93cfc3665039a35c644d4b0b8,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Chauliodus;Chauliodus sloani,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Chauliodus,Chauliodus sloani,urn:lsid:marinespecies.org:taxname:127338,Species,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,121,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_121eec910075fc2c651c8c99f2bfcd52,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,Merluccius,urn:lsid:marinespecies.org:taxname:125762,Genus,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,1585,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_130a39354b2deecdcc06948c48290343,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Lepidophanes;Lepidophanes guentheri,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Lepidophanes,Lepidophanes guentheri,urn:lsid:marinespecies.org:taxname:126621,Species,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,1542,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_1613b76a02e066013d100d1ba12baf4c,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Baldwinella;Baldwinella aureorubens,Animalia,Chordata,Teleostei,Perciformes,Anthiadidae,Baldwinella,Baldwinella aureorubens,urn:lsid:marinespecies.org:taxname:1015364,Species,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,28517,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_272424320832756fad82b5f722b90a20,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster rostrata,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster rostrata,urn:lsid:marinespecies.org:taxname:127411,Species,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,3945,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_2f14a6d662b2a1f1cb5e48228ae76f71,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Polymixiiformes;Polymixiidae;Polymixia;Polymixia lowei,Animalia,Chordata,Teleostei,Polymixiiformes,Polymixiidae,Polymixia,Polymixia lowei,urn:lsid:marinespecies.org:taxname:158923,Species,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,8452,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_4f8080714330380f6e967a640b8a712c,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coelorinchus;Coelorinchus caribbaeus,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus caribbaeus,urn:lsid:marinespecies.org:taxname:280261,Species,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,4103,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_54f87c4216a0a7440e0c990314474269,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Aulopiformes;Paralepididae;Lestrolepis;Lestrolepis intermedia,Animalia,Chordata,Teleostei,Aulopiformes,Paralepididae,Lestrolepis,Lestrolepis intermedia,urn:lsid:marinespecies.org:taxname:158873,Species,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,1141,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_601d2d52cd27ee87bda8502b450e0be9,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Aristostomias;Aristostomias tittmanni,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Aristostomias,Aristostomias tittmanni,urn:lsid:marinespecies.org:taxname:127319,Species,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,148,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_71f9652fbee527583622440c763be299,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Aulopiformes;Chlorophthalmidae;Chlorophthalmus,Animalia,Chordata,Teleostei,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,Chlorophthalmus,urn:lsid:marinespecies.org:taxname:125664,Genus,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,1311,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_72b720dedb2422bfcf7b5ffdf843b452,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster,urn:lsid:marinespecies.org:taxname:126238,Genus,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,6,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_7cb4b6694103cdd14e30a353f3fd36b7,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Hygophum,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Hygophum,Hygophum,urn:lsid:marinespecies.org:taxname:125823,Genus,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,4673,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_90a8f68ed02263f092c8e88e7ddcc679,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,,Exocoetidae,urn:lsid:marinespecies.org:taxname:125452,Family,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,2836,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_91a5e40abb65efa92474a806860e189a,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides dorsalis,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides dorsalis,urn:lsid:marinespecies.org:taxname:275274,Species,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,6441,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_93bb2bf6c3918baa522bcd668b3d5573,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnini,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,,Theninae,urn:lsid:marinespecies.org:taxname:382775,Subfamily,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,7469,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_9ea9b8d88cf75c3444fcf28cb3ccd917,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon,urn:lsid:marinespecies.org:taxname:125691,Genus,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,6080,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_a1ea8682b0f18cd5a858c75e4211427d,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,7011,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_a300083fd8228af5d19b242f26ecc137,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Pontinus,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pontinus,Pontinus,urn:lsid:marinespecies.org:taxname:126170,Genus,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,3364,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_abb79055bf3a47fdd8b1af716e88d94b,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Selar;Selar crumenophthalmus,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Selar,Selar crumenophthalmus,urn:lsid:marinespecies.org:taxname:159646,Species,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,7,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_b4510fcc4a75df9975b24a63cc5a9ed2,GU190715-CTD28-310_MiFish_S40,MaterialSample,Bacteria,Bacteria,,,,,,Bacteria,urn:lsid:marinespecies.org:taxname:6,Kingdom,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,589,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_b463bf01b1f040d3f4ee5e512d6bf48f,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus,urn:lsid:marinespecies.org:taxname:125819,Genus,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,37752,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190715-CTD28-310_MiFish_S40_occ_b68f74d98fd55d8b093dde9b4b2ed6e1,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Lopholatilus;Lopholatilus chamaeleonticeps,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Malacanthidae,Lopholatilus,Lopholatilus chamaeleonticeps,urn:lsid:marinespecies.org:taxname:159406,Species,GU190715-CTD28-310,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,5323,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,29.055,-86.27,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
