occurrenceID,eventID,basisOfRecord,verbatimIdentification,kingdom,phylum,class,order,family,genus,scientificName,taxonID,taxonRank,parentEventID,datasetID,license,institutionID,waterBody,occurrenceStatus,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,recordedBy,materialSampleID,eventDate,minimumDepthInMeters,maximumDepthInMeters,locality,decimalLatitude,decimalLongitude,geodeticDatum,identificationRemarks,associatedSequences
GU190715-CTD28-310_MiFish_S40_occ_54f87c4216a0a7440e0c990314474269,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Aulopiformes;Paralepididae;Lestrolepis;Lestrolepis intermedia,Animalia,Chordata,,Aulopiformes,Paralepididae,Lestrolepis,"Lestrolepis intermedia (Poey, 1868)",gbif:2401542,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,1141,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_601d2d52cd27ee87bda8502b450e0be9,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Aristostomias;Aristostomias tittmanni,Animalia,Chordata,,Stomiiformes,Stomiidae,Aristostomias,"Aristostomias tittmanni Welsh, 1923",gbif:5203190,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,148,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_71f9652fbee527583622440c763be299,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Aulopiformes;Chlorophthalmidae;Chlorophthalmus,Animalia,Chordata,,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,"Chlorophthalmus Bonaparte, 1840",gbif:2401314,genus,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,1311,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_72b720dedb2422bfcf7b5ffdf843b452,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster,Animalia,Chordata,,Tetraodontiformes,Tetraodontidae,Canthigaster,"Canthigaster Swainson, 1839",gbif:2407643,genus,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,6,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_7cb4b6694103cdd14e30a353f3fd36b7,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Hygophum,Animalia,Chordata,,Myctophiformes,Myctophidae,Hygophum,"Hygophum Bolin, 1939",gbif:5213287,genus,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,4673,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_90a8f68ed02263f092c8e88e7ddcc679,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae,Animalia,Chordata,,Beloniformes,Exocoetidae,,Exocoetidae,gbif:2968,family,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,2836,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_91a5e40abb65efa92474a806860e189a,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides dorsalis,Animalia,Chordata,,Tetraodontiformes,Tetraodontidae,Sphoeroides,"Sphoeroides dorsalis Longley, 1934",gbif:2407870,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,6441,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_93bb2bf6c3918baa522bcd668b3d5573,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnini,Animalia,Chordata,,Perciformes,Scombridae,,Scombridae,gbif:8596,family,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,7469,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_9ea9b8d88cf75c3444fcf28cb3ccd917,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon,Animalia,Chordata,,Beloniformes,Exocoetidae,Cheilopogon,"Cheilopogon Lowe, 1841",gbif:2368477,genus,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,6080,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_a1ea8682b0f18cd5a858c75e4211427d,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,,Myctophiformes,Myctophidae,Diaphus,"Diaphus dumerilii (Bleeker, 1856)",gbif:2406248,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,7011,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_a300083fd8228af5d19b242f26ecc137,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Pontinus,Animalia,Chordata,,Scorpaeniformes,Scorpaenidae,Pontinus,"Pontinus Poey, 1860",gbif:2334672,genus,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,3364,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_abb79055bf3a47fdd8b1af716e88d94b,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Selar;Selar crumenophthalmus,Animalia,Chordata,,Perciformes,Carangidae,Selar,"Selar crumenophthalmus (Bloch, 1793)",gbif:2391007,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,7,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_b4510fcc4a75df9975b24a63cc5a9ed2,GU190715-CTD28-310_MiFish_S40,MaterialSample,Bacteria,Bacteria,,,,,,Bacteria,gbif:3,kingdom,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,589,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_b463bf01b1f040d3f4ee5e512d6bf48f,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus,Animalia,Chordata,,Myctophiformes,Myctophidae,Diaphus,"Diaphus Eigenmann & Eigenmann, 1890",gbif:2406168,genus,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,37752,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_b68f74d98fd55d8b093dde9b4b2ed6e1,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Lopholatilus;Lopholatilus chamaeleonticeps,Animalia,Chordata,,Perciformes,Malacanthidae,Lopholatilus,"Lopholatilus chamaeleonticeps Goode & Bean, 1879",gbif:2389833,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,5323,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_ced92b0d472a81977f9333dba60a932d,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Carangiformes;Echeneidae;Echeneis;Echeneis naucrates,Animalia,Chordata,,Perciformes,Echeneidae,Echeneis,"Echeneis naucrates Linnaeus, 1758",gbif:2375300,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,5732,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_d18090749dc47011111f31aaa8416190,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Maurolicus;Maurolicus weitzmani,Animalia,Chordata,,Stomiiformes,Sternoptychidae,Maurolicus,"Maurolicus weitzmani Parin & Kobyliansky, 1993",gbif:2347496,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,8,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_d363773b2f148e6c1879ea1820a94d02,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Neoepinnula;Neoepinnula americana,Animalia,Chordata,,Perciformes,Gempylidae,Neoepinnula,"Neoepinnula americana (Grey, 1953)",gbif:2397763,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,5,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_d38b27a95815858dc29ba424008491b1,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Valenciennellus;Valenciennellus tripunctulatus,Animalia,Chordata,,Stomiiformes,Sternoptychidae,Valenciennellus,"Valenciennellus tripunctulatus (Esmark, 1871)",gbif:2347601,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,2,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_d562d416cb496404e5fb4586348f890d,GU190715-CTD28-310_MiFish_S40,MaterialSample,Bacteria,Bacteria,,,,,,Bacteria,gbif:3,kingdom,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,25,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_db1228572f45a08078f458e56828f0e8,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Lepidopus;Lepidopus altifrons,Animalia,Chordata,,Perciformes,Trichiuridae,Lepidopus,"Lepidopus altifrons Parin & Collette, 1993",gbif:5210265,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,8482,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_de136f7f50d9c718c21b5843920c4511,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx;Caranx crysos,Animalia,Chordata,,Perciformes,Carangidae,Caranx,"Caranx crysos (Mitchill, 1815)",gbif:2390762,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,23,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_de5c352082e15d6cfbfd9f6b59493b0f,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Scombriformes;Ariommatidae;Ariomma;Ariomma bondi,Animalia,Chordata,,Perciformes,Ariommatidae,Ariomma,"Ariomma bondi Fowler, 1930",gbif:2399410,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,3962,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_e1803e85477c06f1b9215d59e89ea818,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Aristostomias;Aristostomias tittmanni,Animalia,Chordata,,Stomiiformes,Stomiidae,Aristostomias,"Aristostomias tittmanni Welsh, 1923",gbif:5203190,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,9873,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_f70d5ef3a4668498001afc918d531718,GU190715-CTD28-310_MiFish_S40,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus asteroides,Animalia,Chordata,,Stomiiformes,Sternoptychidae,Polyipnus,"Polyipnus asteroides Schultz, 1938",gbif:2347522,species,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,3354,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190715-CTD28-310_MiFish_S40_occ_f7e508e603901b5b3b76a9b0f5d93cf0,GU190715-CTD28-310_MiFish_S40,MaterialSample,Bacteria,Bacteria,,,,,,Bacteria,gbif:3,kingdom,GU190715-CTD28-310,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,2,DNA sequence reads,191536,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190715-CTD28-310,2019-07-15,310,310,USA: Gulf of Mexico,-86.27,29.055,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428779 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247871 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190721-CTD31-205_MiFish_S41_occ_1bcb5d84a33eb697519aa0baed8d527e,GU190721-CTD31-205_MiFish_S41,MaterialSample,Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Saurida;Saurida brasiliensis,Animalia,Chordata,,Aulopiformes,Synodontidae,Saurida,"Saurida brasiliensis Norman, 1935",gbif:2401157,species,GU190721-CTD31-205,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,4383,DNA sequence reads,133792,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190721-CTD31-205,2019-07-21,205,205,USA: Gulf of Mexico,-85.762,28.662,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428780 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247872 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
